Category,ProcessedText,SpeakerDialect
كوميدي,لا يا رجال هذا شيء بسيط بسيط من اخوك معيض لا على فكرة انت جبت سيرتي في التحقيق والا شيء لا,Khaliji
كوميدي,جايبين لهم المرض ذابحينها ذبح,Najdi
كوميدي,بسم الله,Najdi
كوميدي,افرها كدا علشان ما ينكب على على بطنه,Khaliji
كوميدي,اه يوبا,Hijazi
كوميدي,ترى فيها شي صلب كذا,Khaliji
كوميدي,خمس شيرة,Khaliji
كوميدي,وينه وين اخوي الجبير يمه وينه انا ما شايف عندي اخو كبير,Khaliji
كوميدي,بس انت,Hijazi
كوميدي,قول اي شيء من اول ما جيت وانت ساكت زي الجدر بس لما يكون معاك اصحابك صوتك يلعلع,Najdi
كوميدي,وصل,Hijazi
كوميدي,ليلى ليلى يعني لا تزعلين كذا ولا تعصبين ترى زعلتي كده انا انا قلبي يعورني قلبي يعورني يا قلبي,Najdi
كوميدي,تبي تعرف مين قاعد اكلم,Khaliji
كوميدي,مظبوط يا عمي انا قماشة,Najdi
كوميدي,والله يا يما شاي مافي وحليب مافي و ها الترامس خالي جدامك تعال طالعه,Hijazi
كوميدي,يلا بس بسرعة روح جيب التعهد وخلصنا يلا,Najdi
كوميدي,اتفضل,Hijazi
كوميدي,في اربعة يعضوا,Khaliji
كوميدي,اذلف روح جيب شاهي لاتزهقني,Najdi
كوميدي,عمي روح قول حق بنتك رحمة,Khaliji
كوميدي,زي الاولاني هذاك,Hijazi
كوميدي,تقول البساطة البساطة,Khaliji
كوميدي,لا تستغرب من كلامي,Hijazi
كوميدي,سكر,Najdi
كوميدي,هاهاها يا مصيبة,Najdi
كوميدي,وبنعيش كل عمرنا تحت سقف واحد,Hijazi
كوميدي,عموما يا محمود انا اللي غلطانة,Najdi
كوميدي,ايش اللي كمان انت التاني انت التاني كل شوية تقولي تبيع اللي تبيعه انا اكره الضحك عليه رجل هذا قلتلك الراجل العبان الرجل مش نضيف,Hijazi
كوميدي,تعال طالع النظام اللي ذبحتني فيه تعال طالع,Khaliji
كوميدي,الله يعينك اي والله الله يعينك تصدق عاد لي سنة وانا رايح جاي رايح جاي كله عشان اطلع رخصة محل مطعم اليوم طلعت رخصة المطعم فرحان قالك اول ما فتحت المحل خذ مخالفات مره يقولون ذا العامل ليه شواربه طوال ومره يقولون هذا ورا نعاله تختلف عن نعال زملائه خلها على الله حسبي الله ونعم الوكيل فيهم,Najdi
كوميدي,ان شاء الله,Hijazi
كوميدي,اللي يقصده اخوش انه بيفتقدش بالحيل وانتي بعد يا لطيفة راح تفتقدينه,Khaliji
كوميدي,عفوا ايها السيدة اه ما ما ما رايك اسباب غزو الغول لدولة طاش ستان,Hijazi
كوميدي,طيب المفتاح الاحتياطي انا حطيته هنا وينه في,Khaliji
كوميدي,لماذا,Hijazi
كوميدي,صحيح حياه حياه جهد هذه ما جت الي شوف هذي بارده مبرده لا,Najdi
كوميدي,افا عليك يا ياولدي يا عتيق,Hijazi
كوميدي,بتلقميني,Najdi
كوميدي,ايه حاب بس اعطيك بعض النماذج اللي تشوفها عن اه طريقة تكثيف نشاطنا و والالاعيب اللي نعملها فيها اه تحديدا في شارع النيل عام وبعض ال المرا,Najdi
كوميدي,يعني بعد ساعة,Najdi
كوميدي,حاضر سيدي,Hijazi
كوميدي,وبعدين لا تشيلين هم انت بس لو تعرفين وش كثر تقدرين تحققين من خلال امكانياتك اللي هي عندك بس لو تركزين شوي,Hijazi
كوميدي,عمرك شفت شخص طال عمرك يشيك على سيارته مرتين في اليوم,Hijazi
كوميدي,لانها مربوطة,Najdi
كوميدي,اي خدمة,Hijazi
كوميدي,الله يوفقك يبا الله يوفقك ان شاء الله,Hijazi
كوميدي,ضاعت سنين من عمري هدف ضاعت بين فرحة وكدر,Hijazi
كوميدي,تعال هذي تضرب بقوس و تضرب بروش وتضرب ركب,Najdi
كوميدي,غيرواضح امي المسكينة بين يديك يا عتيق امي المسكينة بتضيع يا عتيق بتضيع يا عتيق والحل بيدك يا عتيق يلا يا عتيق يلا قول يا عتيق قول خلصني يا عتيق,Khaliji
كوميدي,مجموعة حريم جو واشترن,Najdi
كوميدي,مالي نفس تعش انت,Najdi
كوميدي,يلا خليني احسن منه,Hijazi
كوميدي,حلم حياتي وما زالتي بعد,Hijazi
كوميدي,في شي يمة اسم الله عليك في شي,Hijazi
كوميدي,وعليكم السلام حياك الله لا شوي منشغل ها الحين ايه عندي اا شغل كلموني بعد شوي,Khaliji
كوميدي,ما يعيش نفس العيشة اللي عشته انا,Khaliji
كوميدي,اوه الله يعينك,Hijazi
كوميدي,عادي عادي عادي يا شباب عادي,Najdi
كوميدي,الحمد لله الحمد لله,Hijazi
كوميدي,يا ريانة,Hijazi
كوميدي,يعني بذمتك يا يمه انا كل ما كنت اسالك ابوي وش عنده بالقاهرة تقوليلي يجيب عمال الحمدلله جابلك ام العمال,Najdi
كوميدي,وش سويتي في معاملتي,Najdi
كوميدي,هذا واحد من منسوبي مؤسستنا تخصصو مكائن الصراف,Khaliji
كوميدي,شايفه نفسها بنت العسل ريال بيتزوج يسوي فحص طبي,Hijazi
كوميدي,ابوي رحمة الله عليه وصاني قال لي اسمع يا ولدي,Hijazi
كوميدي,ليه خايف ومرعوب وصوتك يرتجف هذا وانا اكلمك في العمل اجل كيف لو اكلمك في البيت,Najdi
كوميدي,شوي شوي على مهل يا عتيج,Najdi
كوميدي,لا تنسى يا صقر اني انا عمك وبعدين انا بنفعك في قطر هناك,Khaliji
كوميدي,يا حبيبي يا حبيبي هذا كلام فاضي اللي تشوفه في هالمسلسلات كلام فاضي مو صحيح هم يصورونها و ينتجونها بغباء علشان احنا وبس ترى هم مايشوفون هالمسلسلات,Hijazi
كوميدي,الله اكبر,Khaliji
كوميدي,روح السكرتير يا ولدي وانا اتفاهم معه الله يوفقك الله يستر عليك حياك,Hijazi
كوميدي,الساعة كم هالحين,Najdi
كوميدي,بس علشانكم طيب,Hijazi
كوميدي,اذا جاني ولد يا امي,Hijazi
كوميدي,السلام عليكم,Khaliji
كوميدي,انا غبي ثوبر ثور قالولي لا تتزوج في ها السن يا مناحي بعد وفاة المرحومة لكن ما طلعت احد قالوا لا تزوج وحدة اصغر منك ما رح تتحملك ولا راح تصبر لكني كنت اعمى ايه والله كنت اعمى يا ويلي ويلاه,Najdi
كوميدي,وش هالبنت الحلوة وش ها الزين ها بعدين قايلك يومه الله يطولك لحين اذا تاخرت عليش وذا تعرفيني دايما في القصر مين ما بينزل العشا وما جيت انا في القصر,Khaliji
كوميدي,سجلت في الكلية التقنية,Hijazi
كوميدي,الرسمة الرسمة الرسمة بقول لك,Hijazi
كوميدي,كان طلع بدل ما يضايق علينا,Hijazi
كوميدي,متى حا تصير رجال قولي مسود وجهي بالعلامات هذي اربع مواد ساقط فيها اربع مواد متى هنرتاح منك ومن مشاكلك انت بهدلتني يا ولد شوف شوف اخوك الصغير شوف اخوك الصغير ناجح ويذاكر دروسه ومجتهد اسمع يا صالح اسمعني زين الترم الجاي اللي هو الفصل الدراسي ان سقطت يا ويلك مني راح اجلدك جلد بالعقال فاهم,Hijazi
كوميدي,بينكسر ما هو منكسر ما عليه منه يعني حبي على رجليه وبعدين انا زميلي ما هو بانت ولا اخوك انا زميلي عبد الرحمن الكبير وحقي اباخذه كاش غصب عليك وعليه,Khaliji
كوميدي,شدخلك انت اشدخل فيه العب,Najdi
كوميدي,شي ما صار بالعادة ايه ايه في في شي غريب,Khaliji
كوميدي,فكرة لا يمكن تخطر على خيالك الخصب,Hijazi
كوميدي,حنا نبي نقفل المحضر بناء على اقوالك عاد الله يعينك تراجع المحكمة الخارجية لاستكمال باقي الاجراءات بالاضافة الى مراجعة الجهات المختصة لاصدار المفقودات اللي عندك,Hijazi
كوميدي,يعني المفروض ان حنا نوعي انفسنا و نوعي الناس اللي حوالينا بان استهلاكنا الكثير من الاشياء المفروض يكون بحساب,Khaliji
كوميدي,حسبي الله ونعم الوكيل انت ابو دانة انا ابو دانه يا سيف خاف الله في عمرك يا شيخ ما يصير ما يرضي الله ورسوله الا سويته في الادمية مسكينة الجروبات كلها صارت تصيح استنجد بيه انا وفيصل انا وفيصل كده اشوف جيراني يصيبهم بلاوي من رجالهم وانت قاعد كذا سوي يا شيخ حرام عليك اتق الله ترى اليوم دنيا بكر الاخرة الاميه ايش صار لها جاء الحين بيطري فينك يا ام دانة يا الله راحت المستشفى يا ترى مكسرة,Hijazi
كوميدي,انا خالك الكلام هذا ما يصلح عيب عيب عليك انا خالك ما كل كلمة الو الو هذا الموضوع من دون ما تسوون والله والله لو انك لا اسكن اسكن وشكم الشايب ايشكم الشايب واسكن اذا رجال,Najdi
كوميدي,خليفة شفيك يما,Najdi
كوميدي,ها برويشد وين وصلت,Najdi
كوميدي,كل شي فيها الصقوك و فيها ال ال الجوازات وفيها السجلات والتاشيرات,Hijazi
كوميدي,وبعدين رحمة يعني الحين تدافع عنك,Khaliji
كوميدي,رح نفترق يا اصدقاء العزوبية وينه هذا هذا وين راح وين راح صقر انا خايف بس خايف خايف من مواعيده خايف من مواعيده خايف انه يعطلنا على عمي خلف,Khaliji
كوميدي,ولا شيء,Najdi
كوميدي,لطيفة,Khaliji
كوميدي,سلام,Hijazi
كوميدي,خذ,Najdi
كوميدي,يعني اذا نقص واحد منهم زاد نصيب الباقين,Hijazi
كوميدي,كانت عندكم خدامة اسمها ستي,Najdi
كوميدي,قبل ما اطمن عليك,Hijazi
كوميدي,اي مقابلة,Najdi
كوميدي,انزين انتي ما قلتيلي شو قالش عمش مبارك لين رحتي له,Khaliji
كوميدي,يموتكم بعدين,Najdi
كوميدي,يكون مرن جدا وبعدين انت تدري تدري الخبير هذا يوم قعدنا ام نبحث ونقربص في في شهادته ويش طلعت,Hijazi
كوميدي,واقف,Najdi
كوميدي,يلحق,Najdi
كوميدي,الحين كم يعطونك,Najdi
كوميدي,افا,Najdi
كوميدي,جدي,Khaliji
كوميدي,شوف يابو شافي,Najdi
كوميدي,سمعت انك رحت عند الوالد,Khaliji
كوميدي,على اساس انك مقطع الانسانية يعني افهم من كلامك خال انك موافق,Hijazi
كوميدي,يلا اوكي اوكي اوكي اوكي يا حبيب خذ خذ خذ امسك,Najdi
كوميدي,لا انت من تبي بالظبط,Najdi
كوميدي,لا لا لا سحر مو حلو نسميها نوف,Najdi
كوميدي,ويوم انها عاجبتك كذا ليش تزوجتني ولا علشان قامت زين وتتعدل وحلوت,Khaliji
كوميدي,عمي خميس اسف اسف انا عمي ها و هذا راسك ما ادري انك انت,Khaliji
كوميدي,بس انا قررت انك تتزوج,Khaliji
كوميدي,عمي عمي مبارك ارجوك قوله قوله عمي مبارك اذا معني انا ما فيني شدة توقيت,Khaliji
كوميدي,عادل عادل,Hijazi
كوميدي,ما دام هالراس يشم الهوا,Hijazi
كوميدي,في شيء بعد قالقنى شيء ابي افتك منه بصراحة ابي اعرف متى ناوي انت عرس ابي افرح بك واشوف عيالك ترى انت مو صغير هانت الحين مقبل على الاربعين يا وليدي,Hijazi
كوميدي,والا تدرون,Najdi
كوميدي,هاي هي ترى قلة الذوق وقلة احترام انك تطفي النور و معك احد صاحي في الغرفه,Najdi
كوميدي,طول عمري وانا ايش,Najdi
كوميدي,الا انتي من تزوجتي عمي هذا خميس شيرة واحنا مو بخير ناسياتنا مرة وحدة علشان خميس و كلش ما تحسين ان احنا عيالك في وسط البيت لا مو بنتي بس لا انتي ولا عيالك انا عادي ما تيجوني ادري انكم تكرهوني لكن انا بقعد على قلوبكم اي تعطين عادت وجويه وما تعطيني انا ويه هذا ويهي العطاوي,Hijazi
كوميدي,حبيبي روحوا دوروه رخيص المطبعة اللي كانت لنا في الغرابي عرفتوها دوروه في الملفات دوروه في الارشيف يلا ابوي يلا,Khaliji
كوميدي,اتضح لنا ان القلب عندها تعبان,Khaliji
كوميدي,يلا انا في المكتب انتظرك,Khaliji
كوميدي,يعني صراحة انت تبي تعرف ايش قالت يعني كل الصراحة هي صراحة حكيت عليك يعني بصراحة,Khaliji
كوميدي,بيجيكم ان شاء الله قريب,Hijazi
كوميدي,ايش التعامل ده يا معلم ده التعامل ما ينطاق تعاملنا مثل ال البهايم,Khaliji
كوميدي,هذا هذا ابو حسين ذا ال,Hijazi
كوميدي,,Hijazi
كوميدي,وانت يا ابو صالح شوف,Khaliji
كوميدي,انا مع انا مع القانون انا من يوم اخدت رخصة وانا ما شاء الله عليه محترم النظام محترم النظام,Khaliji
كوميدي,خليفة,Hijazi
كوميدي,اسمع اقلك شغلة,Khaliji
كوميدي,وبعدين,Khaliji
كوميدي,تاخر تاخر الشيخ صقر قايلي يقولي السا السا السا السا الساعة الساعة ثمان خليك جاهز الحين تسعة الا ربع مايا انا ادري غيرواضح,Khaliji
كوميدي,ها,Khaliji
كوميدي,يا الله يا كريم,Khaliji
كوميدي,والله اشوف كل واحد مسؤول عن نفسه وبعدين اللي يحيى يحيى واللي يموت يموت,Hijazi
كوميدي,بس و بنقعد في ذا البر,Najdi
كوميدي,سم ولا تفضل اخلص علينا,Hijazi
كوميدي,هذا اللي كان عنده مشكلة مع زوجته صح,Najdi
كوميدي,اه هذه,Hijazi
كوميدي,انا قايل لك لو امك فاتحة دكان,Khaliji
كوميدي,دخلتها صعيب على هالمشاكل يح اورطوا لكن انا ما ابي اعودهم على هالعادة السيئة ذي ابد خله ابدا,Najdi
كوميدي,انطم,Najdi
كوميدي,طيب ليش تزور اسمك,Hijazi
كوميدي,بدات اشبك القصد انا انا اقصد يعني خليك مصرة على موقفك خليكي ثابت على مبادئك لا تغيرينها حرام حرام هالجمال وها الزينة كلها يروح بلاش روحي عيشي كذا مع واحد يعني يقدر هالجمال ويقدر هالرقة يقدرها الدلال,Najdi
كوميدي,تقول انها طبيبة شعبية,Khaliji
كوميدي,وما دفع الله كان اعظم وبدت تولول تولول يا ابو حمد تقول مقروصة يا رايحة يا جاية يا رايحة يا جاية يا مرة يا مرة وايش القصة لا اله الا الله لا اله الا الله,Najdi
كوميدي,حبيب حبيب و نعم و نعم,Najdi
كوميدي,الا الكذب,Khaliji
كوميدي,المخيف والسيل الجارف الذي يكتسح خلايا وانسجة تركيبتنا الاجتماعية,Najdi
كوميدي,يا طويل العمر الحياة يبيلها واحد يكون مرن,Hijazi
كوميدي,احنا الحين او شو اسوي الورقة,Khaliji
كوميدي,الله يسلمه ويخلي,Najdi
كوميدي,وش جابهم في ارضنا,Najdi
كوميدي,حكمت عليه بالاعدام شنقن,Hijazi
كوميدي,مع السلامة,Najdi
كوميدي,السلام عليكم,Hijazi
كوميدي,هو قريب عند الباب,Hijazi
