Category,ProcessedText,SpeakerDialect
اطفال,لا ما كنت متوتر لكن كنت خايف على اساس ال الولد ما انام امبارح كويس ولما بكي يعني شفت انه هو تعبان شوي او لا,Hijazi
اطفال,الظاهر ان احنا ما رح نشتغل,Hijazi
اطفال,بس يا دكتور انا مو نزلة,Najdi
اطفال,ما في اي جديد بالنسبة للمؤتمر اما بالنسبة لتحديد موعده فالله اعلم فيه,Hijazi
اطفال,ايش اللي حصل ايش اللي حصل,Najdi
اطفال,وهذه طبعا من اثناعشر خانة,Najdi
اطفال,رد علي يا غزالة صدقيني يا غزالة انا عمري ما زعلت منك وانا طيبة يسموني ام الخير ما تصير قلبي حنين مرة ارجوك رد عليا يا غزالة,Khaliji
اطفال,وانا اقايضه,Khaliji
اطفال,لا يا سيدي عشان الجرايد كلها تكتب واحنا نقعد حاطين يدنا على خدنا ما يصير,Hijazi
اطفال,ما شاء الله,Najdi
اطفال,كان اي كلام بيقوله السيد وان ولا ابوه,Hijazi
اطفال,طيب طب ليه فرضنا انه كلام بابا فرحان صحيح,Hijazi
اطفال,طبعا طبعا يا ستي يملك كنز الكنوز يعني معقولة انا اكون بكذب عليك يا ستي,Khaliji
اطفال,عابد عبدو اصحوا الله يخليكم بسرعة قبل ما يجي الضابط,Najdi
اطفال,ارجوك ارجوك يا ساري ارجوك تسيب المركز وتروح مكان ثاني ثاني لو عرف ما راح يرحمك ما راح ي خليك في حالك ارجوك يا ساري ارجوك,Khaliji
اطفال,يعني ما دام انتم مصرين على كده انا لازم اجي معاكم على اقل ادلكم الطريق,Hijazi
اطفال,لا لا تشيل هم يا ولدي خذ راحتك,Hijazi
اطفال,ايش الصراخ هذا اللي عندك,Hijazi
اطفال,والمهم ان عدد الاخوة وزملائي المجانين يكتمل وبعدين مو مهم ما حد يسال انت مين وولد مين,Najdi
اطفال,اللي يتكلم عن الحق لازم يعرف واجبه الاول,Khaliji
اطفال,ها مستعدين يا عيد انت وسعيد يلا بسم الله الرحمن الرحيم حركة,Hijazi
اطفال,تسعة كتب واكثر,Najdi
اطفال,لكن احنا من زمان سمعنا ان المولود هذا مات,Najdi
اطفال,طمني ان شاء الله صحة الوالي طيبة,Hijazi
اطفال,نفذ فيهم العقوبه,Hijazi
اطفال,مشاكل تقول شكل للبيع ايش بك تتكلمي بالطريقة البايخة هذا هذا هذي يا قليلة الذوق,Hijazi
اطفال,ايوا مو انتو قلتولي لما تكرهي ولا تحبي ولا اي حاجة اطلعينا على طول,Khaliji
اطفال,هو متفاجئ وما هو عارف لو كانت له طيب بندخل هدية ثانية,Najdi
اطفال,وكيف رح تقدري تجبري فطين ونبيه على الاعتراف,Hijazi
اطفال,طبعا لا يا دكتور,Najdi
اطفال,ااه شك شكرا اه,Khaliji
اطفال,وانا بكون هناك معي الطير,Najdi
اطفال,ماني عارف,Hijazi
اطفال,ساعتها و انا مستغرب ليه ليه سعيد اخوك بيسوي كذه ليه سعيد المتربي بيسوي في مين في عيد في عيد اخوه اللي طول عمره عايش معاه اللي بياكل معاه انتوا انتوا طول عمركم عايشين مع بعض ليه يا سعيد تسوي كذا في اخوك الطيب ليه ااه من يومها وانا مستغرب و اصبت بذهول عيد عيد الطيب عمره عمره ما سوى لك شيء يا سعيد انت ليه طيب بتسوي فيه كذه ليه ليه يا سعيد ليه عيد,Hijazi
اطفال,ابغى تحريات عن المدعو فؤاد بركة وسكرتيرة زياد ابغاها تكون عندي خلال ثمانية واربعين ساعة,Hijazi
اطفال,اللون الاصفر اول شيء لفت انتباه سلمى بالغرفة عادة يعمل اللون الاصفر على تحفيز الاعصاب ويعزز الشعور بالفرح والسعادة وينشط عمل الدماغ وبعدها اخذت لفة على الديكور ووصلت لطاولة الحلى,Najdi
اطفال,بعدين,Hijazi
اطفال,انا اشوف يا منظم مالها اجتماع ولا شيء احنا نديهم المنجم عشان نخلص من المشكلة دي,Hijazi
اطفال,و اعرف ايش هو السر الخطير اللي الزعيم بيجري وراه هاهاها,Hijazi
اطفال,اها ا امر امرك طال عمرك امرك,Najdi
اطفال,لا,Hijazi
اطفال,اربع لوحات,Najdi
اطفال,عشان اتاكد زيادة,Hijazi
اطفال,يعني هو بيقول لك انا ما اسوي لك حاجة فسمع الكلام ومشي,Hijazi
اطفال,مستمع ما بيقابل احد علشان هو زعلان على وفاة والده الله يرحمه وحالته النفسية شباب سيئة جدا جدا جدا بامر اطباء ممنوع مقابلة كبيرة الجزيرة,Khaliji
اطفال,طيب وين رايح هه وعبدالملك بيروح يجيب الهذا,Najdi
اطفال,علشان نحقق غراضنا,Khaliji
اطفال,يجوز ان القافلة اول مرة تمر بهالمكان,Najdi
اطفال,حموت,Hijazi
اطفال,تعالوا نبدا المشوار بعزمكم وهو باصرار تعالوا نبدى المشوار بعزمكم وهو باصرار ونخلي الحب اغلى شعار ونخلي الحب اغلى شعار,Khaliji
اطفال,ايوا حاشتريها لانه ما في اي عالم في الدنيا يستحق انه يكون له ابحاث الا انا وبس,Najdi
اطفال,السلام عليكم,Najdi
اطفال,ما رح اقول انك تكون انسان ملاك بس بتكون انسان جيد وانسان خلوق و انا احبك القرار اللي نبغى ناخذه مع سلمى ان شاء الله انها تركز اكثر وتنتبه اكثر بس يعني ما شاء الله ما لاحظت عليها ملاحظات يعني جديدة انه انا عجبني موقفها بس يبغالها تركيز وتنبيه,Hijazi
اطفال,لما رح تعرف الحقيقة,Hijazi
اطفال,ايوا يا بابا فرحان بس ايش اللي حيخليه يصدقك,Khaliji
اطفال,يا سلام يا جحا ليش ما صحيت بدري ما دام خايف تتاخر,Hijazi
اطفال,ثلاثة,Najdi
اطفال,انا اللي غلطان الي جبتك معايا بالاساس,Khaliji
اطفال,ايوة,Khaliji
اطفال,لا لا ما يصير انو احد ياخد حاجة ما هي حقتو,Hijazi
اطفال,عبادي,Hijazi
اطفال,فرحان انا ليا طلب,Hijazi
اطفال,الله يخليك لي يا عم ابو بدو بس انا زعلان منك يا دردير انت تضحك علي تضحك علي وتخليني ابيع الصحن حقي واشتري شبكة,Khaliji
اطفال,ما دامك متاكد ايش حاجتك تسال بعد,Khaliji
اطفال,وعندما كبر بدات علاقته مع القراءة الف الطنطاوي ما يزيد عن اربعة وثلاثين كتابا,Najdi
اطفال,جيت مع اهلي هنا للسياحة,Khaliji
اطفال,اش هالخرافات الي في عقل الشخص هذا,Khaliji
اطفال,لا تقول طيب قولي اي شي,Najdi
اطفال,كيف انكشفت,Hijazi
اطفال,شكرا شكرا يا بابا فرحان,Najdi
اطفال,ماشي,Najdi
اطفال,وايش الخيمة هذي,Najdi
اطفال,انت ليك عندي وظيفة يلا هيفين الله يخليك الحقني فيها والله لو كانت في اخر جزيرة لا اروح لها,Khaliji
اطفال,انصراف يا عسكري امرك تحية طال عمرك قولولي اللي شفتوه ذا ايش عرفكم انه من كوكب ثاني,Najdi
اطفال,خلينا نشوف الفيديو هذا,Najdi
اطفال,اه يا الله,Khaliji
اطفال,قلتلك ليش اخواني رموني بالمستشفى,Najdi
اطفال,علمته القراية والكتابة,Hijazi
اطفال,معلش معلش يا استاذ معلش معلش معلش,Khaliji
اطفال,اه بابا فرحان اانا ابغاك الحين انت تروح تسلمه الخريطة وتحاول انك تجيب مناحي اما عواد بما انه نزل خله خله ياخذ جزاءه اه انا بروح الحين اطمن العمة وضحى على كل شيء بس لو سمحت يا بابا فرحان يعني ارجوك لا تجيب لها طاري ولا تقول ان عواد حاول يتهمني ظلم انا ما ابغاها تزعل وتنصدم في ابن اخيها نسلم عليك,Najdi
اطفال,يا اخي روح لا تكون جبان انت ولد بابا فرحان,Hijazi
اطفال,اي,Khaliji
اطفال,بس خلاص بس,Najdi
اطفال,اه,Najdi
اطفال,كل شيء وله حل عندي,Hijazi
اطفال,ها طيب ومن متى ما اكلت,Najdi
اطفال,تفضلي حليها,Khaliji
اطفال,كنت اسكت انت بس اسكت لا تعرف خليك انت بحالك اسكت,Khaliji
اطفال,حلوة حلوة حلوة يا استاذ حلوة,Khaliji
اطفال,ما في عشا,Najdi
اطفال,ابغى حضرتك تحضر المؤتمر علشان اول ما اثبت للراي العام وللعالم كله انه دكتور شديد سرق الاختراع حقي حضرتك بتقبض عليه,Khaliji
اطفال,الدكتور شديد طلع ما اقدر اقولك عليها يا سعيد لانه هذا السر,Khaliji
اطفال,في ذلك,Najdi
اطفال,ومن تصوير هذا الحق فوق,Najdi
اطفال,وصلتوله المرة الاولى راح توصلوله المرة التانية,Hijazi
اطفال,مر اول واحد,Khaliji
اطفال,ايه بابا فرحان,Khaliji
اطفال,يمكن تكوني يا ام الخير يعني سويتي حاجة كده وما انتي دارية,Hijazi
اطفال,ايش,Hijazi
اطفال,بعض الناس يقولوا اكيد ما رح افعلها وافتحها لان ممكن تكون مقلب بوقت ان البعض الاخر اكيد ما راح يقاوم فضوله وبيفتح العلبة على طول طارنا الليلة عن الفضول وابطاله باتل والهنوف واللي ما عرف قد ايش للامانة راح يصبروا لما يدخلوا غرفة مليانة حلويات وكمان فيها هدايا تلفت النظر,Najdi
اطفال,وبعد ما توفى الوالد كمان يا جدي السرحان اضطريت اني انا اسيب الدراسه وادخل في السوق والمعمع في السوق,Najdi
اطفال,ايوه,Najdi
اطفال,يعني يعني انا ماني فاهم,Khaliji
اطفال,في حالة مرضية ظهرت,Najdi
اطفال,هو دحين مش فاضي,Najdi
اطفال,غيرواضح الضيف حياك الله ادخل,Najdi
اطفال,يجي البرنامج هذا العبقري الصغير,Najdi
اطفال,يرسمها,Hijazi
اطفال,لا طبعا ما هي لنا بعدين اسمعني خلي الاسطوانة هذي على جنب,Hijazi
اطفال,احنا رح نخلص على افراد اسرتك واحد واحد و قدام عينك الين ما يظهر الصندوق غير واضح,Khaliji
اطفال,الضيف الضيف هو,Najdi
اطفال,يمكن يا بابا فرحان علشان علشان مرتب على طول متوتر,Najdi
اطفال,في نفس الوقت المفروض ما اكون اناني وافكر في نفسي بس,Khaliji
اطفال,للاسف يا بابا فرحان الكلام هذا صحيح احنا لقينا وفي ميت في الحديقة ولقينا جنبه صحن فيه بقايا طعام حللت هذه البقايا باجهزتي والقيت انها مسمومة,Hijazi
اطفال,لا يا حبيبي انتوا كلكم مستغنين عن اعماركم لكن انا لا يا حبيبي انا لسة ما دخلت دنيا انا اخاف على حياتي,Khaliji
اطفال,ابيك تخلي مستمع هذا ما ينفع جناح ابدا,Khaliji
اطفال,محظوظة,Khaliji
اطفال,فرحانة انو انو ولدها طلع سليم ما كانت تحصل له مصيبة كده ولا كده الواحد كان استفاد تعويض,Hijazi
اطفال,بس بيشتكي من معاملة منصور,Najdi
اطفال,هذا مجرم شرس,Hijazi
اطفال,عباقرة هتسمعي كلمات باللغة الانجليزية ابغاكي تتهجيها اية اصعب اللغة العربية والا اللغة,Najdi
اطفال,هاي غيرواضح خربانة صبري شوي خليني غيرواضح كسر الباب اصبري اخي اخي يا,Khaliji
اطفال,وتحفظ اسماءهم صح وتقول انه عندي معلومات صح وانا اتحدى,Najdi
اطفال,هاذي الشرايط وابغاك تعرضها كلها في التلفزيون ايوه دعاية للشركة,Hijazi
اطفال,متجهين للمكان ينتظروني,Najdi
اطفال,لا حول ولا قوة الا باللهتروحوا فين يا غبية ارحميني ما تتابعهم الدكتور سنكر يقول لك بيته سايبه له ستة سنوات ست سنوات من ضاعت,Hijazi
اطفال,انت المسؤول عن العملية هادي كلها يا بوية انا عندي شغل,Khaliji
اطفال,امثل وبس,Najdi
اطفال,في الحالة هذي الشهادة رح تلف حوالين رقبة الاغراب لكن لكن كيف كيف يا مستبد كيف نخلي ومستمع يشهد لصالحنا كيف,Khaliji
اطفال,دكتور مدهش نام على المكتب عشان اكشف عليك,Hijazi
اطفال,اروح اقول للسيد واني انه الكلام هذا مو عاجبكم ولا ايه,Khaliji
اطفال,مسؤولين حبيبي هيك و تبى ترجع انت وعيالك والشيبة اللي معاك سالمين اجلس هنا ولا اسمع صوتك,Hijazi
اطفال,عاش في عصر الطباشير,Najdi
اطفال,يووه يا ام الخير وبعدين معاكي يعذبنا اساسا ليه احنا رايحين نشتغل,Najdi
اطفال,انت كنت تلعب وطحت,Hijazi
اطفال,ام الخير راحت تجيب بقية الحليب,Najdi
اطفال,ايهح ربنا يفتحها في وجهك يا ولدي,Hijazi
اطفال,طبعا طبعا طبعا انا كنت ابغى اسافر البلد بالاصول للرفاهية اللي تهمني سعادتهم واخليهم اكفا الناس على وجه الارض,Khaliji
اطفال,اليوم انا حسويلك القلق كله في التركيز هاهاها انك ترك يلا حبيبي جاهز جاهز,Najdi
اطفال,الله دادادا في موعد انا كن تصدقي الموعد ما لو ما مع السلامة,Hijazi
اطفال,كيفك اسيبك وانا شايفك زعلان وشايل هموم الدنيا كلها فوق راسك,Khaliji
اطفال,ايه قولي يا خميس ايوه انت زعلان عشان اللي حصل لصاحبك,Hijazi
اطفال,انا طفل يا عيد,Khaliji
اطفال,هو ده هو ده بابا فرحان بالظبط اللي عمره ما يتخذ اي قرار من دون دراسة,Hijazi
اطفال,دموعك هذي,Najdi
اطفال,الحمد لله الذي اظهر الحق بفضله,Hijazi
اطفال,يلا يلا قوموا اصحو,Najdi
اطفال,سي ممتاز شاطرة شاطرة شاطرة شاطرة جاهزة للكلمة الثانية الصعبة الصعبة الصعبة نسمع الكلمة الصعبة يلا,Najdi
اطفال,يا ابن الحلال الف ريال وحدة بس مو الف الف,Najdi
اطفال,يا جماعة يا جماعة مستمع عارف انه جزيرة امانة في رقبته ومستحيل انه يتخذ قرار خطير زي ده انه ام الخير صاحبة الجزيرة الا هو عارف ومتاكد انه فعلا هي صاحبة الجزيرة ولا ايش رايك يا مستقر,Hijazi
اطفال,ابغى اهل القرية يتعلموا,Hijazi
اطفال,ممكن تكون غير صحيحة,Hijazi
اطفال,الحمد لله,Najdi
اطفال,طبعا و راح اعيد اجراءات الغريق مرة تانية,Hijazi
اطفال,العب معك لعبة ثانية,Hijazi
اطفال,يا بابا فرحان احساسي بيقول انه في حلقة مفقودة ضائعة,Hijazi
اطفال,وانا قلتلك,Najdi
اطفال,وانت كيف عرفت,Khaliji
اطفال,ضاعت سمورة انا ولا حاجة اه اه انا فشلت كمونتي فشلت اكبر فشلة بحياتي كسرت كل حاجة حلوة ما صرت اشوف بعيوني الا الحاجة اللي فيها سودا مابي عمي يتولى علشان يسوي فيا كل حاجة وانا بسمع كلامه كل حاجة بيقولي عليها بسويها يقوم في الاخر يضحك على الحاجة اللي انا سويتها وبعدين يقولي ليش ما سويت الحاجة الثانية,Najdi
اطفال,وبدات الرحلة مع مشاري اللي قرر يدف العربة ويخلي الطفل يتسلى ويتجول داخل الغرفة ويشوف الالوان والاشكال الحلوة واضح الانسجام بين الاثنين,Najdi
اطفال,انا ما كنت اعرف انه ما بيعرف يعالج بالاعشاب والكوي,Hijazi
اطفال,متطلبات تشغيل هذا النظام ا في منه نسختين اثنين وثلاثين بيت واربعة وستين ا ولازم تحتاج جيجا واحد جيجا رام طيب للنسخة اثنين وثلاثين بيت واثنين جيجا رام للنسخة الاربعة وستين ا كرت الشاشة طيب ا يكون دايركت اكس ناين افضل,Hijazi
اطفال,صدفة غريبة فعلا,Hijazi
اطفال,يا ساتر,Khaliji
اطفال,و بلغ عني,Khaliji
اطفال,مو على ذوقنا ولا على قياسنا,Hijazi
اطفال,ه تفضل تفضل يا دكتور تفضل شوف الجهاد,Najdi
اطفال,علامك متضايق,Hijazi
اطفال,بعدين ما تنسى انه هذا اهم كنز في الدنيا هذا كنز الكنوز يا غبي,Hijazi
اطفال,يقيموا كيف تصرفت الاختان مع بعضهم,Najdi
اطفال,غير ديناصور,Najdi
اطفال,الامطار لمن بتنزل على ارض الجزيرة ارض الجزيرة بتشرب هذه المويه تقوم تتسرب هذه المويه لجوف الارض بتقابل عدة طبقات طبقات هذي مالها اي مسام زي مثلا ال الجرانيت والبازلت تقوم تتجمع وتعمل مخزن جوفي وبعد كده احنا لمن نحفر في الارض هذي نوصل لهذي المويه ونطلع المويه من البير,Khaliji
اطفال,انا ماني شايف سبب واحد في الثور اللي انت فيها دي مستفيد سبب ثورتي مستفيد انت كحكيم الجزيرة المفروض تحط حتى اللي حصل كيف سيف مستمع المخبز الوالد خريفه ويعين الفترة اللي فيهم الخير كبيرة الجزيرة ما هو من حقي اعترض وما دام ما هو من حقي اعترض ما هو من حق اي واحد في الجزيرة يعترض حتى انتي اوكي للجزيرة والقانونين صديق القانون سليم ما حد مسه من كبيرة الجزيرة انه يختار اي واحد,Hijazi
اطفال,والبنت السعودية والطفلة السعودية وتمكين المراة,Hijazi
اطفال,العبقري الصغير,Najdi
اطفال,واضح انه سليمان عنده خبرة بالتعامل مع الحيوانات وبحاول باي طريقة انه يدخل الاكل للطير بدل من انه يخرجه من القفص,Najdi
اطفال,خلاص انا اروح اجيبه,Khaliji
اطفال,مستحيل ام الخير تسكن في جناح زي هذا,Hijazi
اطفال,ها ايش قولتوا يلا خلصوني,Khaliji
اطفال,محتاجه الاجابة عليها يا مريم,Hijazi
اطفال,لان لازم ناخذ ابرة,Najdi
اطفال,بابا فرحان ارجوك اقفل ابواب الفيلا لا تخلي احد يخرج,Hijazi
اطفال,ولا شيء يا جدو سرحان اكثر من انك تتكلم معاه بس وهو بالتالي طبعا رح يقول لك على كل شيء مضايقه يعني حيفضفضلك بكل شيء واحنا ان شاء الله لمن نعرف ايش اللي مضايقه نقدر نحل مشكلته,Hijazi
اطفال,سياف على بيسميها ما فعلته بالامان,Khaliji
اطفال,سرحان في اكلة السمك هذه,Najdi
اطفال,سيب شغلك والكلام الفاضي ده تشري فلاسك تشري غناك مو مهم المهم انك لازم تيجي معايا ودحين و تشوف ابوك,Khaliji
اطفال,مفيد ولا نجيب,Hijazi
اطفال,نكمل كلامنا تعال معايا يلا,Hijazi
اطفال,خايفة عليا من ايه اظن حتقوليلي من غدر مستبد وفتنة مو كده,Hijazi
اطفال,مستفيد وبنته في البيت مسكوك عليهم الباب والشبابيك كلها,Hijazi
اطفال,حتى يتمكن,Khaliji
اطفال,ما شاء الله,Najdi
اطفال,يعني يا ولدي فيها نصيحة,Khaliji
اطفال,شغلنا ترى مو بسهل يحتاج له مجهود,Hijazi
اطفال,ما هي برضه عايشة في السجن ومن احسن ما يكون يا كبير,Hijazi
اطفال,تفضل ايش هو,Khaliji
اطفال,اسمع ياخبير القطعة اللي انت بتقول انها عطلانة في جهاز البيم بن في احتمال ان يكون في احد عطلها,Hijazi
اطفال,يا بابا يا بابا يا بابا فرحان سمعت ام الخير ايش بتقول,Najdi
اطفال,وثمانين,Najdi
اطفال,يحب ينظف الاشياء اللي حوله ما يرضى يجلس بمكان ما هو نظيف,Najdi
اطفال,جدو سرحان تسمحلي براي,Hijazi
اطفال,لان انا مش من اهل الجزيرة,Khaliji
اطفال,عسى ما اكون ازعجتكم ولا جلدتكم,Khaliji
اطفال,يا ناس,Najdi
اطفال,ايش نسوي,Khaliji
اطفال,مع السلامة يا ولدي شكرا,Hijazi
اطفال,اها محلات الكنز للاسماك الطازجة,Najdi
اطفال,بس انتوا عارفين معزة السمكة الذهبية عندي,Hijazi
اطفال,تحب الكتب,Najdi
اطفال,لا معك حق الظاهر انه كلمة السر الاولانية كانت نفعكم اكثر من الاول,Hijazi
اطفال,ان شاء الله بيشوفنا الحين وجه رسالة,Najdi
اطفال,لا تخاف يا ساهي انا خلاص,Khaliji
اطفال,خلينا نشوف اليوم اذا راح تصمد اختبار عدوى الضحك,Najdi
اطفال,وبعدين راح نشترك فيه بمجهودنا وعلى قد مجهودنا حناخد فلوس,Hijazi
اطفال,ستة,Najdi
اطفال,بسرعة بسرعة بسرعة بسرعة,Najdi
اطفال,هي المفاتيح يا رشيد,Najdi
اطفال,تذكرنا بالخير,Najdi
اطفال,بس لو غيروا عاداتهم هادي مع الاغراب الله كان الواحد عاش معاهم مرتاح البال,Khaliji
اطفال,تعال تعال اجلس,Najdi
اطفال,يا شهبور يا شهبور ما في احد بذكرك احنا بنكره تصرفاتك الكذب الغش الادعاء عدم الادب احيانا,Khaliji
اطفال,انهم هاهاها,Hijazi
اطفال,طيب الحين تسوي هذا,Najdi
اطفال,كثير كثير كثير فرحان,Najdi
اطفال,السؤال هذا حبايبي اعزائي المشاهدين لكم ما هو عدد عظام الانسان البالغ قدامكم اربعة خمس ثواني واحد اثنين يفتحوا الحين جوجل على طول هاهاها اتوقع غيرواضح خمس ثواني,Najdi
اطفال,امك هذي قالتلك روح,Khaliji
اطفال,فرحان يا ولدي كده انا حاسس انك انت منتا مبسوط ايش بك,Khaliji
اطفال,كيف رايحين نقدر نحصل طريق الرحلة واهل الجزيرة ما في واحد فيهم يعرف شيء عن البلد الي كنا بنزورو يعني ما فيش فايدة,Khaliji
اطفال,تعالوا وراي,Khaliji
اطفال,ا ياام الخير,Hijazi
اطفال,و معاكي مهلة لباكر,Hijazi
اطفال,خليه يغير حسابه ويعملوا على شيء تاني يا اخ,Hijazi
اطفال,بسم الله,Najdi
اطفال,خليه بعد الساعة سبعة المغرب,Najdi
اطفال,ما قال قال اعدي عليه باتشر علشان يقولي الفدية وش كثر,Najdi
اطفال,لا لا لا شكل شكل الموضوع كبير كذا اهدى شوية وقول بسم الله الرحمن الرحيم واحكيلي الحكاية يمكن نلاقي لها حل,Hijazi
اطفال,هو غيرك بس هو ما يعرفك غير لما يكون في ورطة عشان عارف الناس كلها بتحبك,Khaliji
اطفال,و ان الحكاية كلها خزعبلات و اشاعات وكذب,Khaliji
اطفال,طيب فتنة انت ليش تصخين علي انا كل شيء اللي بتطلبيه مني قاعد اسويه وبعدين انتي الخطة اللي سويتيها عشان نثبت السرعة الاغراض انا انفذها بالحرف الواحد,Khaliji
اطفال,معقولة تكون هذه سيارات الشرطة,Khaliji
اطفال,بومه,Hijazi
اطفال,حسب الدراسات والكتب والصحراء هذه فيها خير كثير بس مين يستغلوا وبما ان الاستاذ مستمد مضطهدنا قررنا انا واخوي فطين اننا نروح الصحراء,Khaliji
اطفال,اه المفروض تحرك اه من تحت الارض,Hijazi
اطفال,ها يا مسعود رسمت الخطة حق الرجل الالي عشان نسرقه ولا لسه,Hijazi
اطفال,وانت ليه بتدافع عنها,Khaliji
اطفال,ها سمعت شيء,Khaliji
اطفال,لا لا في الحقيقة لسه بس كريم بيحاول معاه وانا شايف انه صار اهدى اليومين دول,Hijazi
اطفال,المهم,Khaliji
اطفال,لكن للاسف بيستغلها بشغل العصابات,Khaliji
اطفال,اهلا اهلا اهلا بيكم,Khaliji
اطفال,اتمنى,Khaliji
اطفال,لكن لا يمكن يفكر انهم يدخلوا بيتك شي غريب,Khaliji
اطفال,فلوسي فلوسي فلوسي فلوسي فلوسي فلوسي راحت امسكوهم امسكوهم امسكوهم بعد شردوا فلوسي الله راحوا غيرواضح,Hijazi
اطفال,لا تخاف,Najdi
اطفال,هو مكتوب على جبيني ومكتوب مدري على ايش يعني انتي الوحيدة اللي مسجونة واحنا اللي قاعدين على ريش نعام ماحنا كمان مسجونين معاكي,Hijazi
اطفال,كل هذه ميات مكتوب عليها مية انت ما تشوف شو في,Najdi
اطفال,ايش هو,Hijazi
اطفال,لمن يرجع للقريه اذا كان كلامي هذا ما هو صحيح يا سيدي وقتها يسوي اللي يبغاه فيا,Khaliji
اطفال,اعتراضات كترت,Najdi
اطفال,اجل وش اللي صار,Najdi
اطفال,جدوى جدول ايه انا ما عندي الكلام ده انا ادرى بالمشروع حقي,Hijazi
اطفال,كل هذولي في صوب وزوجتي المصونة فاطمة في صوب,Najdi
اطفال,الفلوس,Khaliji
اطفال,امرك يا عمنا,Najdi
اطفال,احدى فروع مجموعة الكنز الاستثمارية,Najdi
اطفال,الفلوس هادي فلوس وهو اللي سواها وانت جيت على الجاهز اخدتها وهو مستني منك فلوس,Khaliji
اطفال,اعطيني وش تعرف عن غيرواضح,Najdi
اطفال,بس انت ليش يتسال الاسئلة ذي كلها,Hijazi
اطفال,يا ولد يا ولد يخسرك منا احنا بصراحة مانا زعلانين منك كتير احنا ممكن نتسامح وكدة ما هو كدة يا فرحان ولا,Khaliji
اطفال,يا سافرت المالديف ودبي مع اخواني المالديف بس انا واخوي الصغير ماما وبابا المالديف مرة كان حلو ودبي كلنا,Najdi
اطفال,قولي هذه ريحتها شلون,Najdi
اطفال,دكتور مدهش مو معقول يا دكتور مدهش دكتور مدهش,Hijazi
اطفال,ثواني قليلة ويبدا الاختبار مع الين,Najdi
اطفال,حريص اني ما اخالف القانون,Hijazi
اطفال,الو ايوه مين معايا عم حيدر كيف حالك,Hijazi
اطفال,عم سعيد العفو العفو انا مو قصدي من جاب سيرة الكذب,Hijazi
اطفال,يعني انت تفهم,Hijazi
اطفال,غيرواضح بس الديناصور هذا,Najdi
