Category,ProcessedText,SpeakerDialect
كوميدي,ه الله يسهلوا يا عم ه امال ايه زنابته,Egyptian
درامي,شفت الاخبار بتقول ايه,Egyptian
درامي,ما اعرفش حاجة,Egyptian
كوميدي,بتعرفوا تبلحوا,Egyptian
كوميدي,يبقى فعلا عمل محلي,Egyptian
كوميدي,عايزكم تعرفوني كام راس المال بالكامل اللي موجود هنا عشان في حاجة في دماغي,Egyptian
كوميدي,سلام عليكم,Egyptian
درامي,بتبص ليه,Egyptian
كوميدي,لازم واحد يكون منكم,Egyptian
درامي,بعد اذنك سبني امشي عايز امشي وانت مالكش دعوة بيه خلاص,Egyptian
كوميدي,عمى في عينك,Egyptian
اطفال,عشان كده بتعاقبهم,Egyptian
كوميدي,ويبدو اه انه مش الحاحه لوحده بس اللي هو عايزني ابيع له,Egyptian
كوميدي,على العموم حكم عقلك كويس اوي يا محمد وحكم ضميرك ويشوف خلي فلوسك حلال الفلوس اللي انت بتاخدها دي تكون حلال سيبك من الكلام اللي بتعمله ده وان التفت لمصلحتنا ومصلحة الولاد اللي معانا دول دول امانة في امانتنا وحنتسئل عليهم وفي نفس الوقت احنا بنرفع سمعة بلدنا في الخارج يا محمد,Egyptian
كوميدي,بصراحة انا اكلت فيها اكل,Egyptian
كوميدي,عاوز ايه ابو براهيم,Egyptian
كوميدي,بس حياة جميلة بسيطة تحمل كل معاني الجمال والبساطة انا وانا صغير كان والدي ياخدني يوديني جنينة الحيوانات ايه ايه نتمشى على كورنيش النيل نركب مركب نئزئز لب ناكل ترمس لكن بصراحة انا بحسدكم على حياتكم البسيطة دي وجمالها,Egyptian
درامي,ربنا يخليكي لي يا حبيبتي دا عشم فيكي برضه,Egyptian
كوميدي,ما تيجو نلعب كعب,Egyptian
درامي,تشتغل كيف,Egyptian
درامي,والله مش فاكر,Egyptian
كوميدي,فعلا,Egyptian
كوميدي,انا اتكلم في الموضوع,Egyptian
كوميدي,ما لقيناش في شقتكم غير ست الاف ميتين واربعين جنيه وباقي عليكم ميتين تلاتة واربعين الف سبعمية وستين جنيه جنيه ينطح جنيه,Egyptian
درامي,عين وصابيتنا,Egyptian
كوميدي,يا ريت خالتي ام خالد تتكرم علي,Egyptian
درامي,بركة يا حبيبي انك رجعت بالسلامة تعال,Egyptian
درامي,خد عندك المحامي للوطن استربع تلت ساعات متواصلة,Egyptian
كوميدي,والكعابة دي بئي ايه,Egyptian
درامي,كده برضه يا حبيبة كلمتي ماما وحكيتلها عن اللي حصل,Egyptian
كوميدي,ايوه ومسالة ال اللغة واللهجات دي حا مسالئل بسيطة قوي وهنبتدي نتكلم فيها بالتفصيل واحدة واحدة هنجيب لكوا مدرسين زي برضو لو حد من عندنا راح اي دولة عربية لو حد من مصر وطلع راح دولة عربية,Egyptian
درامي,يلا اسرع,Egyptian
درامي,اسفة ان انا تاخرت عليكم,Egyptian
كوميدي,مانمتش امبارح ما جاليش نوم,Egyptian
درامي,استنى جربت معاه ستين وصفة اللي ما يتسماش ده ملف ما نفعش شيطان ما نفعش اراجوز ما نفعش,Egyptian
كوميدي,الكعابة,Egyptian
اطفال,حمدان راح يا رب,Egyptian
درامي,وين السيارة اللي بتودينا المدرسة,Egyptian
كوميدي,جرى ايه يا بابا انت لسه ما عرفتنيش لا تعرف شري ولا تعرف خيري عشان تقولي شر,Egyptian
كوميدي,ايوه ايوه عندنا بنسميها الاولى او الحجلة ايه,Egyptian
اطفال,يا اما تسمع كلامي,Egyptian
درامي,على فكرة انا مش بعيط,Egyptian
كوميدي,اهوه اهوه وصل,Egyptian
درامي,لكن انا عارف مين معاي,Egyptian
درامي,ازي الصحة,Egyptian
درامي,المهم المبلغ ده يكون عندي اقول لك,Egyptian
درامي,تفضل يا خالد بيه,Egyptian
كوميدي,حاولت اننا الاقي ولو خط بسيط اقدر ابتدي بيه مسلسل,Egyptian
كوميدي,نعم يا روح امك تدبرولي المبلغ لعلمك شنطكم و وحاجتكو و بسبورتاكو حتكون عندي هنا بكرة الصبح ايه بكرة الصبح لو لقيت فيها فلوس تكفي يبقى انكتبلكم عمر جديد اما ازا ما لقيت شيء يبقى خليكو تندموا على اليوم اللي عرفته نفسكم فيه,Egyptian
اطفال,في امجاده ويبقى مصيره دايما ليكم اهلا بيكم واجب الفرد نحو بلاده انه يعيش يبني امجاده ويبقى مصيره دايما ليكم اهلا بيكم اهلا بيكم,Egyptian
كوميدي,لحظة وحدة ئلت حمار ايه,Egyptian
اطفال,ماني اكل,Egyptian
درامي,اخوك كان بيحب السعودية ونسها,Egyptian
كوميدي,نص ساعة كيف يا بني,Egyptian
درامي,سارة حبيبتي,Egyptian
درامي,تلاقي الدكتور عايزك في حاجة تانية,Egyptian
اطفال,اهلا اهلا اهلا بيكم,Egyptian
درامي,دلوقتي لازم نفكر بعقلنا,Egyptian
درامي,وانا مش كل ما اروح في حتة بلقيك طالعلي من تحت الارض يعني انا غبي مثلا عشان اعمل كده مش حاعمل كده يا عم اقعد بقى اقعد بقى,Egyptian
كوميدي,ايه ايه لو حد غيرك طبعا مش حضرتك يا فندم هاهاها انت عارف كلام حضرتك ده بيفكرني عام الواحد وستين في مطرب اتغر علينا في حفلة نطيت المطار شقطلي واحد,Egyptian
كوميدي,هذا ما يصير ابد وجوب نلقى حل وانا اخوتش,Egyptian
درامي,ها امي ذي لو جرالها حاجة,Egyptian
كوميدي,يا راجل يا راجل دا مصلح باين عليه جدي جدا واخذ بالك والمسلسل حاجة مش بسيطة وانت عارف المؤلف بتاعكو ده والله اللغة في حتة وهو في حتة تانيه من جنبها يعني,Egyptian
درامي,ابنك برا اللعبه,Egyptian
درامي,احنا ما احنا ساكتين الله يحفظك قاعدين نسوي اللي علينا,Egyptian
كوميدي,وبكده,Egyptian
درامي,في ايه,Egyptian
كوميدي,ما تقوليش اوس خمسة بص,Egyptian
درامي,اقول انا يا سيدي اقول انا يا سيدي,Egyptian
درامي,مش عارفة,Egyptian
درامي,في ايدينا ايه نعمله,Egyptian
درامي,استاذ خالد عايزك,Egyptian
كوميدي,لا اكلت حق حد ولا ظلمت حد,Egyptian
كوميدي,لو كانوا بقى عايزيننا هم اللي دوروا علينا,Egyptian
درامي,حالتها صعبة قوي,Egyptian
درامي,بالنسبة للحمل,Egyptian
درامي,والحل ايه يا نجوى والحل ايه,Egyptian
كوميدي,محبوكة ومعمولة واضحة,Egyptian
اطفال,والله انت ابن حلال يا حضرة الضابط انا ليسا كنت راح اكلمك ايوا يا حضرة الضابط,Egyptian
اطفال,والاربعه و عشرين ساعة عدو,Egyptian
كوميدي,رئيس العصابة خود المفاجاة دي,Egyptian
كوميدي,الهرم الرابع بئا اسمه خوخو ها الهرم الرابع ما انا شفته على ولا مين,Egyptian
كوميدي,انا اللي حامل دور ضاري والنجمة معانا,Egyptian
كوميدي,وانا كان نفسي اعدم كم في عمل مشرف,Egyptian
درامي,مو اكبر عين كلها,Egyptian
درامي,تحبها يابني عيونك فضحاك,Egyptian
درامي,انا لازم امشي دلوقتي عشان عندي كم مشوار مع باشمهندس عدنان,Egyptian
درامي,مع السلامة,Egyptian
درامي,عملوا الي انتوا عايزينوا,Egyptian
درامي,شكرا دكتورة شكرا كتر خيرك,Egyptian
كوميدي,المقرصة الحامية ايوه,Egyptian
كوميدي,هو انا بالمناسبة ح حنام فين,Egyptian
درامي,يحل وسطك يا بعيد اومال احنا جايبينك ليه,Egyptian
درامي,بعد ما كنا ماشين جمب الحيط,Egyptian
درامي,انت بتكلم مين,Egyptian
درامي,اعمل اي لو سلطان بقى رئيس مجلس الادارة و بكرة ولا بعده نصب على لمار وكوش على كل حاجة فجاة لقيت نفسك خط صابونة وطلعت من المولد بلا حمص ام بتعمل ايه بسيطة,Egyptian
كوميدي,حددي انتي,Egyptian
كوميدي,هو ده فهد بلام مكانش عايز يعمل الحركة دي تاعت المروحة المنديل قولتله بص انا الكومانده تعملها وعملها وهكزا كان,Egyptian
درامي,عايز تفكر معايا,Egyptian
كوميدي,مع السلامة يا سي مرسي مع السلامة يا حبيبي,Egyptian
كوميدي,لا يا استاذ ما تخافش ما تخافش حنبدا بقوة ان شاء الله هجوم على طول يا استاذ الدفاع والوسط كله هجوم يا استاذ تصدق انا عامل لك جدول ميخرش المية يا استاذ,Egyptian
درامي,ايه الشحططة الي بقينا فيها دي,Egyptian
درامي,هاخد بس عينة الدم واول ما حاله تستقر هنعمل عملية على طول,Egyptian
كوميدي,انتو احساسكم حلو,Egyptian
درامي,تفضلي,Egyptian
اطفال,يا رب يا رب الطف بيها يا رب يا رب يا رحمن يارحيم على البخت اللي راح نوحي يا حتى ظهرك حتى ظهرك يا اختي صرحوا,Egyptian
كوميدي,متعرفوش الواد تاخذوا الحاجة منه ليه وبعدين شفتوا الحاجة لكن انتوا مش بتاعتكم سبوها وامشوا ترموها في الميه ليه,Egyptian
كوميدي,ابو حسين,Egyptian
كوميدي,طلع الاسد قطع الرجل,Egyptian
كوميدي,وعليكم السلام ورحمة الله وبركاته يا اهلا وسهلا,Egyptian
درامي,طب وربنا لانت مفهمني يعني ايه محامي وطن,Egyptian
كوميدي,مبروك توضيب ماحصلش,Egyptian
كوميدي,لا والله ما اخذ بالي,Egyptian
كوميدي,اتفضل,Egyptian
اطفال,يا اما انت من طريق وانا من طريق,Egyptian
كوميدي,وهو يا حليم,Egyptian
اطفال,حب الارض من جوانا لا بننسى ولا يوم ينسانا حب الارض شيء جوانا لا بننسى ولا يوم ينسانا عايش فييا وعايش فيكم عايش فييا و عايش فيكم,Egyptian
درامي,انا اخذت عنوانك بالتفصيل من المدرسة سلام,Egyptian
درامي,كاشفاك وفضحاك في العائله,Egyptian
كوميدي,دي معلومة جديدة جدا بالنسبالي انا وانا جاي ئلت لمراتي اني جاي اكتب مسلسل بدوي,Egyptian
اطفال,صراحة ما ابغى اشم ريحة الزفر,Egyptian
كوميدي,جمع جربوع دي,Egyptian
درامي,هنرجع الرياض,Egyptian
اطفال,ويشيل عنك,Egyptian
كوميدي,بصراحة بقى يا حبيبي انا فرحت قوي انه هم مرشحينك كوزير,Egyptian
كوميدي,ومنكم,Egyptian
كوميدي,انا الي جابني هنا,Egyptian
كوميدي,ممكن نشرب قهوة مع بعض,Egyptian
درامي,طيب انا هروح معاه البيت,Egyptian
درامي,الا ما فيش حتى التلفزيون زي كاننا قاعدين في صحرة,Egyptian
درامي,واقع فى ورطة,Egyptian
درامي,وانا من الصبح بقول الدكتورة ذي بتكلم مين فاكرها بتكلم نفسها هاهاها,Egyptian
اطفال,ايه ياد ايه في ايه,Egyptian
كوميدي,وانا انام تحت,Egyptian
كوميدي,اقولك,Egyptian
كوميدي,اي خدمة يا بيه,Egyptian
درامي,سلاح لك وسلطان,Egyptian
اطفال,حسين يا ولدي يا ولدي اصحى الظهر حيبدا هم اصحى يا ولدي,Egyptian
درامي,بلاش كده يا دكتور عشان تتاسفلي ولا عشان احسسك بالذنب يا سيدي,Egyptian
درامي,موضوع الدكتور سلطان,Egyptian
كوميدي,ولا كلمة ولا حركة يا فيصل المطمطة,Egyptian
درامي,ايوه حنقوم باشر,Egyptian
درامي,انتو ماتسمعوش الكلام يلا قلتلك اكيد مش هي دي حركة بتحصل,Egyptian
كوميدي,وانا مش حلعب الا ازا اخدته ايه رايك بئى,Egyptian
كوميدي,ولا ابوي الله يرحمه اللي اخدت منه العمودية,Egyptian
درامي,اللي يخليهم يوصلوا المكان الدكتور عبد الرحمن سهل يوصلولنا,Egyptian
كوميدي,هاهاها سمعتني ده كتير اوي حاسب الشماخ ايه ده لتحرق ال المجلح يا ابني خلاص ايوه في ايه الله يحيي يا جماعة الربع,Egyptian
درامي,اخرج انت منها و هي تبقى بخير,Egyptian
درامي,هذا ما يراودك,Egyptian
كوميدي,ما عنديش مشكلة,Egyptian
درامي,عارفة انها فلتك بس الكلام هذا ماله لزوم,Egyptian
كوميدي,و اخويا خالد نصيبهم في الاملاك و الكاش اللي موجود في مصر يضاف اليه نصيب اخويا يوسف اللي اتنازل عنه ونصيب اختي ريناد اللي ايضا تنازلت عنه,Egyptian
كوميدي,عيب الكلام ده يا ابو دخيل انت عارف لو حد غيرك قال الكلام ده كان الضرب هيبقى للركب,Egyptian
كوميدي,ايوه خلاص خلاص يلا مع السلامة,Egyptian
كوميدي,من غير ما تناقشنا في موضوع اليوم,Egyptian
كوميدي,حمار القايلة,Egyptian
درامي,طب ما تحاول تنساها,Egyptian
درامي,عارفة اني بقالي كتير او ما طلعتلكوش لايف,Egyptian
درامي,مين المحامي,Egyptian
درامي,في حد هنا يهم,Egyptian
درامي,تعلمونا في بلدنا,Egyptian
درامي,الكلام ده في الكتاب اللي عندك يا ست نوف انما اللي في الدنيا حاجة تانية خالص,Egyptian
كوميدي,وتقبل مني عمارة العليا هدية مني ليها,Egyptian
كوميدي,هو المنافس بتاعك اسمه ايه,Egyptian
درامي,انا مش عارف افكر ولا عارف اخد اي قرار في اي حاجة,Egyptian
درامي,دورت على سالم في جدة القديمة كلها,Egyptian
درامي,بس خليني اهرب من هون وان شاء الله مخنوق خليني اهرب من هون من غير ما حد من الادارة يحس ممكن,Egyptian
درامي,وانت كمان,Egyptian
كوميدي,ايه خمس الاف ريال والمبلغ الضخم ده عشان حاجة يعني فيها سياسة لمو اخذه,Egyptian
كوميدي,انت عايز لك نص يوم بحاله حتى لو كنت رايح بركوبة,Egyptian
كوميدي,الم المقرصة,Egyptian
كوميدي,لا لا والله ابدا بالعكس دا القعدة معاكم ظريفة بس زي ما تئول كدا الاكلة الي الواحد كلها جامدة شوية ال هو البرقوق دا وال اييه وال اللحمة الجامدة المئلية,Egyptian
درامي,انا اللي جوايا مكتوم,Egyptian
كوميدي,طيب يبئى حقي,Egyptian
كوميدي,اهلا وسهلا,Egyptian
درامي,تشتغل,Egyptian
درامي,الو ايوه استاذ خالد,Egyptian
درامي,موضوع يا شريكي هذا,Egyptian
كوميدي,ايه رايك نعيد تاني ونعمل منظار ونعمل تحاليل جديدة ونشوفه على اساسها نقرر اذا كنا هنتدخل جراحيا و الا لا,Egyptian
درامي,على فكرة انت مش عاجبني اليومين دول خالص,Egyptian
كوميدي,انا زورنبيح الارندلي انا الكوماندا تشتغل يعني تشتغل واشتغلت وبقت واضحه,Egyptian
درامي,هو فيه ايه بالظبط,Egyptian
درامي,يا ابني رد,Egyptian
كوميدي,اللهم صلى على النبي لا فعلا طعمها حلو اوي اوي,Egyptian
درامي,انا حسيت انه اي طريق طويل ليه نهاية,Egyptian
كوميدي,تعبان,Egyptian
درامي,عشان انا صبرت صبرت يا علي والله,Egyptian
درامي,فلماذا لا تجعل هذا الحب,Egyptian
درامي,ياه انت كده تبقى قالق نفسك وقلقنا معاك يا ابو بكر,Egyptian
درامي,الواجب اللي انا بقى عملته معاه,Egyptian
درامي,تطلع باي حاجة تقدر عليها ومن اي حد,Egyptian
درامي,ما فيش حاجة بقت مضمونة,Egyptian
كوميدي,ايه قفر,Egyptian
درامي,ده كلام مش صحيح بان الشركة بتاعتنا ما بتوفرشي سكن للموظفين اللي فيها الشركة بتاعتنا ما بتتحملشي مسؤولية حاجات زي دي,Egyptian
درامي,الحمد لله قدرنا نوقف النزيف,Egyptian
كوميدي,معايا كله,Egyptian
اطفال,انا لازم اروح البيت عشان اقتل البقرة ام الخير,Egyptian
درامي,لا مش موجود,Egyptian
درامي,كان العادي يجدد له سنة اشمعنى الان ثلاث سنين اشمعنى,Egyptian
درامي,في ايه يا احلام فهميني جايبني على ملا وشي كده ليه,Egyptian
درامي,صدقي اي حاجة بتحصل,Egyptian
اطفال,هذا هو الكلام الصحيح,Egyptian
كوميدي,طبعا مشوني انا بس ايه حافظت على كرامتي بعد كده عملوا المسلسل,Egyptian
درامي,انت بس حتوحشني قوي,Egyptian
درامي,مش فاهم حضرتك عايز تقول ايه,Egyptian
كوميدي,نو به,Egyptian
درامي,طب خود,Egyptian
درامي,هدي بالك ترى,Egyptian
كوميدي,اهلا وثهلا,Egyptian
درامي,فيديوهات,Egyptian
اطفال,تعالا خوذ الشاي ده,Egyptian
كوميدي,ايه يا فندم يعني بدري الميكياتو لسا بعدين حيجي دلوقتي حالا,Egyptian
كوميدي,حلو انت تتعبش في في ملفاته وتشوف لك حاجة الناس ما تعرفهاش اي فضيحة كانت و تنزعها,Egyptian
كوميدي,اه,Egyptian
كوميدي,انا صاحب شركة انتاج درامي وبعمل مسلسلات كبيرة قوي وفيها كل نجوم البلد كل النجوم اللي انتوا بتشوفوهم على الشاشة ام حاليا بنعمل مسلسل دلوقتي وانتوا سمعتوني بكلم الاستاذ يوسف شعبان وباذن الله بنحضر مسلسل جديد برضو هيبقى فيه كل نجوم البلد,Egyptian
كوميدي,ايوة ما هي سبعة ايام طبعا فيها هئ هئ وكركر ومئ طبعا,Egyptian
درامي,تذكرة سينما,Egyptian
درامي,حصل ايه انا لازم اروح اشوف ايه الحكايه,Egyptian
درامي,اكلمك في ايه وترد علي في ايه بقولك ايش بينك وبين ابويا يخليه يعمل كده,Egyptian
درامي,اهم شيء انك مبسوط انك ما تعبت,Egyptian
كوميدي,من عنيا الجوز قشطة يا لوز,Egyptian
درامي,هي دي وصيتي ليك,Egyptian
كوميدي,الايميل ده ما يعرفش يسوق التوكتوك هنبعتلهم ايميل ده جاهل,Egyptian
كوميدي,مين اللي سمحلك تدخل هنا اساسا غلط وبعدين اتفضل اطلع برة معايا مكالمة دولية لو سمحت,Egyptian
اطفال,يوم عظيم,Egyptian
درامي,وعلى التجربة اللي انا مريت بيها,Egyptian
كوميدي,بتحصل في اول يوم تصوير,Egyptian
كوميدي,الي خلف ماماتش تسلم دماغي,Egyptian
كوميدي,اصل حضرتك اللي لبستني فكرة لما قلتيلي ان الشرطة هنا صعبة وشديدة جدا وبالعلامة عملتيلي كده,Egyptian
كوميدي,مش كدا ولا ايه,Egyptian
درامي,نتمنى لكم وقت ممتع في السجن,Egyptian
كوميدي,مير ليه مستعجل ولا احنا مش قد المقام ازاي بقى,Egyptian
درامي,بعد ما قلتي له وقالش,Egyptian
درامي,انا لا شوفتك,Egyptian
درامي,برضه لا انت بتشخر وانت نايم,Egyptian
درامي,مع السلامه,Egyptian
درامي,وهي الامومة,Egyptian
درامي,هو بس كان بيلمح تلميحات بسيطة كده ما قليش حاجة وضحه وده من حقه على فكرة هو بني ادم يعني وانا هديته يعني خلاص هو ان شاء الله مش هيكلمك في اي حاجة انا بس اقول لك لو يا سيدي لو,Egyptian
درامي,جبتها منين دي,Egyptian
درامي,ادينا مستنين بقى جايز حد منهم يظهر ونعرف نتصرف,Egyptian
درامي,شوف الناس دول ايه ظروفهم بقي ممكن يعملوا فيه ايه,Egyptian
كوميدي,نتصل بي بقى ولا ايه ده هو اللي بتصل سبحان الله الطيب عند ذكره,Egyptian
اطفال,الايام دول ومين عارف,Egyptian
درامي,لو انت عايزها حجيبهالك,Egyptian
كوميدي,ما فيش مشكلة ابدا انا بره اللعبه,Egyptian
كوميدي,لا يا استاذ ما تخافش ما تخافش يا استاذ كل الدراسات والاتفاقيات والحمد لله تمت والاقمار الصناعية تمت كمان وان شاء الله كلها ايام قليلة وحنبدا ببث قناة مرمر يا استاذ,Egyptian
درامي,فوت نفسي وفوتك معايا بداهية,Egyptian
كوميدي,ابو دخيل,Egyptian
درامي,ونعم بالله,Egyptian
كوميدي,الحقيقة انتوا وشكوا مش غريب عليا انا كنت بتكلم عن استاذ يوسف شعبان الممثل عشان اصحيه عشان رايحين انا بيشتغل معايا,Egyptian
درامي,فهمته يافندم مش عايز يقتنع عايز يقابل حضرتك,Egyptian
كوميدي,ما توسع في الموضوع كل المكاتب اللي حوالينا شغالين في الموضوع ده وبيطلعوا مصاريفهم برضو من القضايا دي نعمل ايه اكل عيش,Egyptian
درامي,والنعمة بالله,Egyptian
درامي,طلع حبيبك مش شاري عيسى ايوا جاية,Egyptian
درامي,يا رب الحمار يكون فهم,Egyptian
درامي,اي خدمة اقوم بيها,Egyptian
كوميدي,فعل الخير,Egyptian
درامي,محتاجين مرتبك,Egyptian
درامي,لا تاخذين في بالك يانجوى لا تاخذي في بالك,Egyptian
درامي,بس دي شكلها داخله وعارفه هي بتعمل كويس قوي,Egyptian
كوميدي,قولهم يا حمد وريحهم,Egyptian
درامي,انت سايب وراك راجل,Egyptian
كوميدي,لا عاش ولا كان لا عاش ولا كان اللي حيقولك كده يا عم طرزان استهدي بالله احنا عايزينك تروح للقاضي وتقولوا ال اللي حصلك عشان كده انت حتخسر كل حاجة,Egyptian
كوميدي,اذا لك,Egyptian
كوميدي,الثقة موجودة,Egyptian
درامي,عشان كذه بقى انا قررت اني انا اسمع كلامك في كل حاجة,Egyptian
كوميدي,مع السلامة يا جو,Egyptian
كوميدي,اه لا مش دا,Egyptian
درامي,معلش يا سيدي دلق القهوة خير,Egyptian
كوميدي,يا ابني الله يهديك ادخل غير هدومك احنا اتاخرنا على الجماعة,Egyptian
كوميدي,ايه تقول,Egyptian
درامي,حرق الكرت هذا,Egyptian
درامي,ما ابي موضوع اخوك تعطل مصالحنا,Egyptian
درامي,ما تعرفش اديه انا فرحت لما شوفت الفيديو بتاعك,Egyptian
اطفال,حط الشاي عدل يا عم,Egyptian
درامي,تعبت يا مسكين,Egyptian
اطفال,واد يا سكرور,Egyptian
درامي,طيب يا سيدي,Egyptian
اطفال,حب الارض شي جوانا,Egyptian
كوميدي,السع لوة السعلوة,Egyptian
درامي,ما حصلش كده يا استاذ خالد دي بتفتري عليا,Egyptian
اطفال,معلمة صموره,Egyptian
كوميدي,تصبحوا على خير,Egyptian
كوميدي,حس بمشاكلكم,Egyptian
درامي,على الاقل ما يلفتش الانظار عاملين حسابنا بس باكد عليك لازم انت و مدام حبيبة تلفوناتكم تكون دائما تبقى مقفولة بس ليه ده احنا معانا خطوط جديدة ممكن اي حد باي وسيلة تكنولوجية يقدر يوصل الارقام الجديدة بتاعتك طبعا لو حبيت تعمل مكالمة لازم تبعد عن المكان اللي في الشحنة عشان ما حدش يقدر يوصلنا لا دي احنا عارفينها بعدين يلا بقى عشان حبيبة تعبانة في العربية بنجر عن طريق من الصبح يلا بينا,Egyptian
درامي,انا بعرف اقراالي في عينيكي من غير ما تتكلمي لا انا اعرف اقرا العنين او ان ما قريت اصابع جديدة علي هاهاها,Egyptian
كوميدي,لا لا ياخويا لاءا عالخط بئى وزي الكورة بالزبط هي الكورة لما تيجي على الخط بتبئى اوت,Egyptian
كوميدي,بناء على الحاح اخويا يوسف,Egyptian
كوميدي,انا طول عمري كنت حاسس اني غريب وانا بعيد عنكم,Egyptian
كوميدي,البسه في المناسبات,Egyptian
اطفال,المتهم يا كبير العسس,Egyptian
درامي,ربنا يعوض عليك,Egyptian
درامي,بالمنطق كده,Egyptian
درامي,الاقي نفسي بكره,Egyptian
درامي,يا اهلا وسهلا يا اهلا وسهلا تفضل يا جماعة,Egyptian
درامي,ما يقدر يجاوب عليه غير واحد من اتنين,Egyptian
درامي,غير كده انا ما عنديش كلام وبشوقك وبراحتك بقى اللي انت عايزه اعمله,Egyptian
درامي,ما هو هذا اللي مجنني هذا اللي مجنني,Egyptian
درامي,الحالة وصلت شركة الشحن خلاص,Egyptian
درامي,فلما طلعت جدع و رجولة مع حد ولازم تكمل الجدعنه للاخر,Egyptian
كوميدي,ما تهدي نفسك شوية وتفتش هنا ولا هنا,Egyptian
درامي,عذرا كي هي شوية انه زهرة البلد تذبل في المكان العدمان ده,Egyptian
كوميدي,اخره نور انا اما اشتغل محدش اطلاقا يتدخل في شغلي اه وانا اللي حمسك الانتاج والاخراج يعني حبقى مسؤول عن الانتاج وانا المخرج طبعا دي حاجة الحاجة التانية انا لما اسخن ببقى نار ما تعرفنيش في البدن بولع,Egyptian
